"","kBET.expected","kBET.observed","kBET.signif"
"1",0.022,0.646,0
"2",0.0183333333333333,0.642,0
"3",0.018,0.645,0
"4",0.0166666666666667,0.664,0
"5",0.0156666666666667,0.642,0
"6",0.0203333333333333,0.648,0
"7",0.0186666666666667,0.663,0
"8",0.0176666666666667,0.638,0
"9",0.0196666666666667,0.662,0
"10",0.0206666666666667,0.644,0
"11",0.0183333333333333,0.654,0
"12",0.021,0.641,0
"13",0.0176666666666667,0.648,0
"14",0.0186666666666667,0.652,0
"15",0.02,0.653,0
"16",0.017,0.639,0
"17",0.0193333333333333,0.648,0
"18",0.0193333333333333,0.664,0
"19",0.0193333333333333,0.667,0
"20",0.021,0.642,0
"21",0.0166666666666667,0.651,0
"22",0.019,0.652,0
"23",0.02,0.655,0
"24",0.0166666666666667,0.648,0
"25",0.0183333333333333,0.638,0
"26",0.0206666666666667,0.657,0
"27",0.019,0.66,0
"28",0.0186666666666667,0.645,0
"29",0.0176666666666667,0.658,0
"30",0.0176666666666667,0.644,0
"31",0.0183333333333333,0.65,0
"32",0.0176666666666667,0.658,0
"33",0.0196666666666667,0.659,0
"34",0.0193333333333333,0.645,0
"35",0.021,0.638,0
"36",0.0203333333333333,0.652,0
"37",0.0186666666666667,0.651,0
"38",0.0203333333333333,0.655,0
"39",0.0183333333333333,0.655,0
"40",0.018,0.651,0
"41",0.0203333333333333,0.641,0
"42",0.0206666666666667,0.649,0
"43",0.0186666666666667,0.655,0
"44",0.0206666666666667,0.639,0
"45",0.0206666666666667,0.644,0
"46",0.0223333333333333,0.651,0
"47",0.02,0.646,0
"48",0.0173333333333333,0.642,0
"49",0.0186666666666667,0.665,0
"50",0.0166666666666667,0.647,0
